,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
5203,5203,2022-06-15 03:22:15,1650,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,13,70000,910000,5203.0,,Đã xác nhận,Hoàn tiền,8993
5204,5204,2015-07-13 15:03:54,3809,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,13,25000,325000,,,Thành công,Mua hàng,8006
5205,5205,2022-10-09 09:29:45,4267,5,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,,1807,9,45000,405000,,,Đã hủy,Hoàn tiền,8504
5206,5206,2021-07-06 04:20:22,3589,115,Đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,4.6,1950,2,65000,130000,5206.0,,Đã giao hàng,Thanh toán,8063
5207,5207,2022-12-24 04:43:19,6458,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,1,25000,25000,,,Đã giao hàng,Mua hàng,8864
5208,5208,2022-11-22 21:35:59,4908,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,0,35000,0,5208.0,,Đã giao hàng,Mua hàng,8691
5209,5209,2021-09-30 03:34:21,8305,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,3,549000,1647000,,,Đã giao hàng,Mua hàng,8310
5210,5210,2022-12-01 06:29:18,1803,70,Rau củ,Rau,Cải ngọt,Cải ngọt trắng,Farmers' Market,15000,Cải ngọt trắng Farmers' Market - Tươi ngon và giàu chất dinh dưỡng.,4.7,917,19,15000,285000,5210.0,,Đã giao hàng,Thẻ tín dụng,8198
5211,5211,2022-03-31 21:45:30,1915,73,Thời trang Nam/Nữ,Quần jeans,Quần jeans skinny,Quần jeans skinny nam,Levi's,899000,Quần jeans skinny Levi's - Phong cách hiện đại và thời trang.,4.5,1041,1,899000,899000,5211.0,,Đã hủy,Thanh toán trực tuyến,8483
5212,5212,2022-03-25 06:05:33,3915,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,9,490000,4410000,5212.0,,Đã giao hàng,Thanh toán trực tuyến,8806
5213,5213,2019-03-26 18:48:52,7233,134,Quần áo,Áo khoác,Áo khoác nam,Áo khoác nam North Face,The North Face,1200000,Áo khoác nam The North Face - Chống nước và ấm áp.,4.9,509,0,1200000,0,5213.0,,Đã giao hàng,Thẻ ghi nợ,8446
5214,5214,2014-07-22 04:31:20,6415,56,Điện gia dụng,Tivi,Tivi 4K,Tivi 4K 55 inch,LG,8990000,Tivi 4K 55 inch LG - Trải nghiệm hình ảnh siêu nét.,4.7,1007,0,8990000,0,5214.0,5214.0,Thành công,Thanh toán trực tuyến,8720
5215,5215,2022-12-21 17:04:11,1688,5,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,,1807,8,45000,360000,5215.0,5215.0,Đã hoàn trả,Thẻ tín dụng,8899
5216,5216,2022-12-06 17:45:09,5032,142,Siêu thị đồ ăn,Đồ uống,Nước ngọt,Nước ngọt Coca-Cola,Coca-Cola,12000,Nước ngọt Coca-Cola - Hương vị cổ điển và sảng khoái.,5.0,23,1,12000,12000,5216.0,,Đã giao hàng,Mua hàng,8235
5217,5217,2022-12-11 06:46:04,6657,93,Tiêu dùng nhanh,Đồ uống,Trà sữa,Trà sữa trân châu đường đen,Milk Tea House,45000,Trà sữa trân châu đường đen Milk Tea House - Hương vị ngọt ngào và ngon miệng.,4.6,788,0,45000,0,5217.0,,Đã tiếp nhận,Hoàn tiền,8359
5218,5218,2021-06-27 12:25:52,6059,141,Sách,Sách kỹ năng sống,Sách tâm lý,Đắc Nhân Tâm,Dale Carnegie,95000,Sách tâm lý 'Đắc Nhân Tâm' - Cuốn sách giúp cải thiện kỹ năng giao tiếp và gặt hái thành công.,5.0,1344,0,95000,0,5218.0,,Thành công,Hoàn tiền,8839
5219,5219,2021-03-20 15:00:25,4554,11,Rau củ,Củ,Củ cải,Củ cải trắng,Fresh Produce,12000,Củ cải trắng Fresh Produce - Tươi ngon và giàu chất dinh dưỡng.,,1637,4,12000,48000,,5219.0,Đã giao hàng,Mua hàng,8949
5220,5220,2022-12-03 02:52:54,6049,41,Thiết bị điện tử,Thiết bị chơi game,Thiết bị chơi game Nintendo Switch,Thiết bị chơi game Nintendo Switch OLED,Nintendo,8990000,Thiết bị chơi game Nintendo Switch OLED - Trải nghiệm game di động chất lượng cao.,4.6,1357,16,8990000,143840000,,,Đang xử lý,Hoàn tiền,8571
5221,5221,2022-05-24 00:34:43,1582,118,Siêu thị,Thực phẩm tươi sống,Trứng,Trứng gà đồng,Free-range Eggs,25000,Trứng gà đồng Free-range Eggs - Tươi ngon và dinh dưỡng cao.,4.7,1085,0,25000,0,5221.0,5221.0,Thành công,Thẻ ghi nợ,8163
5222,5222,2022-01-05 12:09:56,8708,73,Thời trang Nam/Nữ,Quần jeans,Quần jeans skinny,Quần jeans skinny nam,Levi's,899000,Quần jeans skinny Levi's - Phong cách hiện đại và thời trang.,4.5,1041,11,899000,9889000,5222.0,,Thành công,Thanh toán,8235
5223,5223,2022-10-07 07:59:39,2733,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,0,70000,0,,,Đã giao hàng,Thẻ ghi nợ,8752
5224,5224,2021-12-07 05:30:50,3665,146,Siêu thị đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,226,17,12000,204000,,,Đã giao hàng,Mua hàng,8093
5225,5225,2020-03-06 22:20:23,90,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,7,100000,700000,5225.0,,Đã hủy,Mua hàng,8197
5226,5226,2022-01-05 16:04:59,1236,45,Rau củ,Củ,Khoai tây,Khoai tây tím,Garden Fresh,25000,Khoai tây tím Garden Fresh - Tươi ngon và giàu chất chống oxy hóa.,4.8,303,7,25000,175000,5226.0,,Đã giao hàng,Mua hàng,8688
5227,5227,2022-12-21 05:07:21,2350,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,11,12000,132000,5227.0,5227.0,Đã giao hàng,Hoàn tiền,8430
5228,5228,2015-10-05 13:38:08,5863,117,Đèn trang trí và Chiếu sáng,Đèn bàn,Đèn bàn đọc sách,Đèn bàn đọc sách LED,Philips,599000,Đèn bàn đọc sách LED Philips - Ánh sáng dịu nhẹ cho việc đọc sách.,4.7,1197,0,599000,0,5228.0,5228.0,Đã giao hàng,Thẻ tín dụng,8943
5229,5229,2022-02-16 09:56:35,5751,70,Rau củ,Rau,Cải ngọt,Cải ngọt trắng,Farmers' Market,15000,Cải ngọt trắng Farmers' Market - Tươi ngon và giàu chất dinh dưỡng.,4.7,917,0,15000,0,,,Đã tiếp nhận,Thẻ tín dụng,8931
5230,5230,2022-04-01 19:04:31,4821,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,5,6990000,34950000,5230.0,,Đã giao hàng,Thẻ ghi nợ,8742
5231,5231,2019-03-21 10:57:00,4422,56,Điện gia dụng,Tivi,Tivi 4K,Tivi 4K 55 inch,LG,8990000,Tivi 4K 55 inch LG - Trải nghiệm hình ảnh siêu nét.,4.7,1007,8,8990000,71920000,5231.0,,Thành công,Thanh toán,8347
5232,5232,2020-12-14 16:46:19,3422,20,Sách,Sách tự lực,Sách lập kế hoạch,Kế Hoạch Thành Công,Nhã Nam,89000,Sách lập kế hoạch 'Kế Hoạch Thành Công' - Hướng dẫn xây dựng kế hoạch đạt đích thành công.,4.9,1492,5,89000,445000,5232.0,5232.0,Đang xử lý,Thanh toán trực tuyến,8238
5233,5233,2022-05-10 09:14:47,9956,19,Tiêu dùng nhanh,Đồ uống,Nước ngọt,Nước ngọt Pepsi,PepsiCo,12000,Nước ngọt Pepsi PepsiCo - Hương vị cổ điển và sảng khoái.,4.7,472,0,12000,0,,,Thành công,Hoàn tiền,8772
5234,5234,2022-05-29 03:05:33,5077,5,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,,1807,2,45000,90000,,5234.0,Thành công,Hoàn tiền,8370
5235,5235,2022-12-07 20:40:59,5985,127,Siêu thị đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,4.7,519,4,8000,32000,5235.0,,Đã giao hàng,Mua hàng,8866
5236,5236,2018-10-09 16:30:10,4700,100,Tiêu dùng nhanh,Đồ ăn nhẹ,Khoai tây chiên,Khoai tây chiên phô mai,Snack Delights,18000,Khoai tây chiên phô mai Snack Delights - Ăn vặt thú vị và ngon miệng.,3.5,1563,0,18000,0,5236.0,,Đã xác nhận,Thanh toán,8295
5237,5237,2022-12-12 13:46:43,7968,88,Thương mại điện tử,Máy tính xách tay,Laptop Dell,Laptop Dell XPS 13,Dell,32000000,Laptop Dell XPS 13 - Mỏng nhẹ và hiệu năng cao.,5.0,205,0,32000000,0,5237.0,5237.0,Đang xử lý,Thanh toán,8194
5238,5238,2022-12-19 15:40:02,109,80,Tiêu dùng nhanh,Đồ ăn nhanh,Hamburger,Hamburger bò,Fast Food Co.,45000,Hamburger bò Fast Food Co. - Ăn nhanh và ngon miệng.,3.0,1513,17,45000,765000,,,Đã hủy,Mua hàng,8437
5239,5239,2022-09-23 21:27:56,7811,7,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,344,16,45000,720000,,,Đã giao hàng,Thẻ ghi nợ,8649
5240,5240,2021-01-24 07:44:14,192,58,Sách,Sách tham khảo,Sách lịch sử,A Brief History of Time,Stephen Hawking,135000,Sách lịch sử 'A Brief History of Time' của Stephen Hawking - Giải thích về vũ trụ và thời gian.,4.9,1195,0,135000,0,5240.0,,Đã hoàn trả,Mua hàng,8305
5241,5241,2022-09-18 20:16:28,4440,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,11,6990000,76890000,5241.0,5241.0,Đã xác nhận,Thẻ tín dụng,8649
5242,5242,2022-09-04 20:09:06,99,99,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao unisex,Giày thể thao unisex Converse Chuck Taylor,Converse,990000,Giày thể thao unisex Converse Chuck Taylor - Phong cách thời trang không lỗi mốt.,3.2,799,0,990000,0,5242.0,,Đã tiếp nhận,Thẻ tín dụng,8716
5243,5243,2020-02-11 21:46:34,109,129,Laptop và Máy tính,Laptop,MacBook,MacBook Pro,Apple,40990000,Apple MacBook Pro 13-inch - Máy tính xách tay mạnh mẽ cho công việc sáng tạo.,4.9,1616,0,40990000,0,5243.0,,Đã xác nhận,Mua hàng,8678
5244,5244,2022-02-13 01:11:41,857,30,Siêu thị đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,5.0,726,15,65000,975000,,,Thành công,Mua hàng,8272
5245,5245,2022-12-28 17:26:19,4685,27,Điện thoại di động,Smartphone,Galaxy,Galaxy S21,Samsung,17990000,Samsung Galaxy S21 128GB - Sự tiếp nối xuất sắc trong dòng Galaxy S.,4.7,1554,4,17990000,71960000,5245.0,5245.0,Đã hủy,Hoàn tiền,8939
5246,5246,2022-04-29 03:22:00,3982,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,14,30000,420000,5246.0,5246.0,Đã xác nhận,Thanh toán,8523
5247,5247,2022-12-30 22:03:50,7611,2,Tiêu dùng nhanh,Đồ ăn nhanh,Mỳ tôm,Mỳ tôm hải sản,Instant Noodles,10000,Mỳ tôm hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,4.6,290,12,10000,120000,5247.0,,Đang xử lý,Mua hàng,8301
5248,5248,2022-12-31 10:24:49,2591,90,Siêu thị đồ ăn,Thực phẩm tươi sống,Rau cải,Rau cải xanh,Farm Fresh,15000,Rau cải xanh Farm Fresh - Tươi ngon và giàu dinh dưỡng.,4.7,287,0,15000,0,,5248.0,Đã giao hàng,Hoàn tiền,8609
5249,5249,2015-01-16 04:33:01,5750,3,Thời trang Nam/Nữ,Áo sơ mi,Áo sơ mi nam,Áo sơ mi nam trắng,Zara,590000,Áo sơ mi nam trắng Zara - Phong cách lịch lãm và trẻ trung.,4.7,760,0,590000,0,5249.0,,Đã giao hàng,Hoàn tiền,8237
5250,5250,2021-08-19 18:47:11,9777,112,Sách,Sách tự lực,Sách phát triển bản thân,Nhà Giàu Kẻ Khó,NXB Trẻ,72000,Sách phát triển bản thân 'Nhà Giàu Kẻ Khó' - Cẩm nang tự lực và thành công.,4.7,584,0,72000,0,5250.0,5250.0,Thành công,Mua hàng,8126
5251,5251,2021-11-09 03:24:35,3282,63,Đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,1060,9,12000,108000,5251.0,,Đã hoàn trả,Mua hàng,8458
5252,5252,2022-12-01 04:57:14,4954,36,Siêu thị đồ ăn,Thực phẩm đóng hộp,Đậu hũ,Đậu hũ hấp,Tofu Brand,20000,Đậu hũ hấp Tofu Brand - Dinh dưỡng và ngon miệng.,3.2,256,2,20000,40000,5252.0,5252.0,Đã hoàn trả,Thẻ tín dụng,8308
5253,5253,2015-02-10 19:22:11,6436,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,1,70000,70000,5253.0,5253.0,Đã hoàn trả,Hoàn tiền,8019
5254,5254,2018-06-21 22:25:36,8736,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,1,25000,25000,5254.0,5254.0,Đang xử lý,Mua hàng,8281
5255,5255,2022-04-20 23:41:28,8186,147,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ đính đá,Jimmy Choo,5599000,Giày cao gót nữ đính đá Jimmy Choo - Đẳng cấp và sự quyến rũ.,4.8,598,9,5599000,50391000,,,Đã giao hàng,Hoàn tiền,8047
5256,5256,2022-08-11 09:44:40,212,56,Điện gia dụng,Tivi,Tivi 4K,Tivi 4K 55 inch,LG,8990000,Tivi 4K 55 inch LG - Trải nghiệm hình ảnh siêu nét.,4.7,1007,0,8990000,0,5256.0,5256.0,Đã tiếp nhận,Thanh toán,8813
5257,5257,2019-03-01 11:52:34,9935,24,Máy lọc không khí và Máy tạo ẩm,Máy lọc không khí,Máy lọc không khí Xiaomi,Máy lọc không khí Xiaomi Mi Air Purifier 3H,Xiaomi,2699000,Máy lọc không khí Xiaomi Mi Air Purifier 3H - Lọc không khí hiệu quả.,4.5,80,1,2699000,2699000,5257.0,,Thành công,Mua hàng,8761
5258,5258,2022-12-14 02:06:44,3644,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,0,25000,0,5258.0,,Đang xử lý,Mua hàng,8509
5259,5259,2022-02-25 12:01:01,712,124,Quần áo,Áo sơ mi,Áo sơ mi nam,Áo sơ mi Uniqlo,Uniqlo,450000,Áo sơ mi Uniqlo - Thời trang và lịch sự.,,1168,6,450000,2700000,,,Đã hủy,Hoàn tiền,8720
5260,5260,2022-09-11 07:43:14,6017,65,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao nam,Giày thể thao nam Air Jordan,Nike,2499000,Giày thể thao nam Air Jordan - Sự kết hợp hoàn hảo giữa thể thao và thời trang.,4.9,663,0,2499000,0,5260.0,5260.0,Đã hoàn trả,Hoàn tiền,8170
5261,5261,2020-07-18 00:09:24,1147,90,Siêu thị đồ ăn,Thực phẩm tươi sống,Rau cải,Rau cải xanh,Farm Fresh,15000,Rau cải xanh Farm Fresh - Tươi ngon và giàu dinh dưỡng.,4.7,287,2,15000,30000,5261.0,5261.0,Đã tiếp nhận,Thẻ tín dụng,8113
5262,5262,2020-07-08 22:19:29,2971,59,Sách,Sách triết học,Triết lý sống,Điều Còn Lại Sau Khi Chết,NXB Văn Học,75000,Sách triết học 'Điều Còn Lại Sau Khi Chết' - Suy ngẫm về ý nghĩa cuộc sống và cái chết.,4.9,1798,0,75000,0,5262.0,,Đang xử lý,Thẻ tín dụng,8284
5263,5263,2022-12-09 22:03:19,482,37,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ mũi nhọn,Jimmy Choo,7599000,Giày cao gót nữ mũi nhọn Jimmy Choo - Sự thanh lịch và quyến rũ.,,1738,0,7599000,0,,,Đã xác nhận,Thẻ tín dụng,8934
5264,5264,2022-01-31 06:55:26,157,53,Đồ chơi và Trò chơi,Búp bê,Búp bê Barbie,Búp bê Barbie dạo phố,Barbie,299000,Búp bê Barbie dạo phố - Bạn đồng hành đáng yêu của bé gái.,4.9,1232,1,299000,299000,,5264.0,Đã giao hàng,Thanh toán,8007
5265,5265,2020-09-02 08:28:40,7572,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,0,100000,0,5265.0,5265.0,Thành công,Thẻ tín dụng,8091
5266,5266,2021-01-19 12:34:02,7825,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,0,6990000,0,,,Đang xử lý,Thẻ ghi nợ,8667
5267,5267,2022-12-16 04:11:34,8390,113,Tiêu dùng nhanh,Đồ ăn nhanh,Pizza,Pizza phô mai,Pizza Express,65000,Pizza phô mai Pizza Express - Hương vị béo ngậy và thơm ngon.,3.0,1631,1,65000,65000,5267.0,5267.0,Đã hủy,Thẻ tín dụng,8439
5268,5268,2022-04-05 01:12:29,2838,72,Siêu thị đồ ăn,Đồ uống,Trà,Trà xanh Nhật Bản,Japanese Green Tea,35000,Trà xanh Nhật Bản Japanese Green Tea - Thơm ngon và thanh mát.,4.7,302,6,35000,210000,,5268.0,Đã tiếp nhận,Thẻ tín dụng,8373
5269,5269,2022-12-21 03:42:02,7827,60,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,4.7,302,0,15000,0,,5269.0,Đã giao hàng,Thanh toán trực tuyến,8173
5270,5270,2022-12-04 17:21:47,70,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,0,98000,0,5270.0,,Đã hoàn trả,Mua hàng,8066
5271,5271,2022-09-07 02:26:30,9360,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,1,690000,690000,5271.0,5271.0,Thành công,Hoàn tiền,8515
5272,5272,2019-06-24 11:13:47,8422,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,2,490000,980000,5272.0,5272.0,Đã hủy,Thanh toán,8526
5273,5273,2022-05-31 21:58:26,3895,138,Điện thoại di động,Smartphone,Galaxy,Galaxy Z Fold 3,Samsung,29990000,Samsung Galaxy Z Fold 3 256GB - Smartphone gập màn hình cao cấp.,4.9,1582,14,29990000,419860000,,,Đã giao hàng,Thẻ ghi nợ,8071
5274,5274,2022-04-20 20:04:32,4447,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,0,329000,0,5274.0,,Đang xử lý,Thanh toán,8356
5275,5275,2022-04-28 18:30:41,8801,94,Đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,,125,0,8000,0,5275.0,,Thành công,Hoàn tiền,8377
5276,5276,2022-12-24 13:42:12,8315,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,0,98000,0,5276.0,,Đã giao hàng,Thẻ ghi nợ,8698
5277,5277,2022-12-24 20:31:32,8802,64,Laptop và Máy tính,Máy tính bảng,iPad,iPad Air,Apple,16990000,Apple iPad Air 10.9-inch - Máy tính bảng siêu mỏng và nhẹ.,4.8,1773,0,16990000,0,5277.0,5277.0,Đã tiếp nhận,Thanh toán,8285
5278,5278,2022-11-29 14:05:21,3081,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,0,490000,0,,,Đã xác nhận,Thanh toán trực tuyến,8479
5279,5279,2022-05-12 17:11:04,8374,70,Rau củ,Rau,Cải ngọt,Cải ngọt trắng,Farmers' Market,15000,Cải ngọt trắng Farmers' Market - Tươi ngon và giàu chất dinh dưỡng.,4.7,917,0,15000,0,,5279.0,Thành công,Thẻ ghi nợ,8280
5280,5280,2019-05-04 20:32:25,4918,24,Máy lọc không khí và Máy tạo ẩm,Máy lọc không khí,Máy lọc không khí Xiaomi,Máy lọc không khí Xiaomi Mi Air Purifier 3H,Xiaomi,2699000,Máy lọc không khí Xiaomi Mi Air Purifier 3H - Lọc không khí hiệu quả.,4.5,80,5,2699000,13495000,5280.0,5280.0,Đã giao hàng,Thẻ tín dụng,8930
5281,5281,2022-11-23 10:12:26,9490,39,Thiết bị điện tử,Đồng hồ thông minh,Đồng hồ thông minh Garmin,Đồng hồ thông minh Garmin Venu 2S,Garmin,5899000,Đồng hồ thông minh Garmin Venu 2S - Theo dõi sức khỏe và hoạt động.,4.5,551,0,5899000,0,,,Đã giao hàng,Mua hàng,8668
5282,5282,2022-12-18 23:04:14,1741,99,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao unisex,Giày thể thao unisex Converse Chuck Taylor,Converse,990000,Giày thể thao unisex Converse Chuck Taylor - Phong cách thời trang không lỗi mốt.,3.2,799,6,990000,5940000,5282.0,5282.0,Đã tiếp nhận,Thanh toán trực tuyến,8523
5283,5283,2022-12-09 03:47:17,4152,96,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Orient,Orient,1799000,Đồng hồ nam dây da Orient - Sự tinh tế và nam tính.,5.0,1880,0,1799000,0,5283.0,5283.0,Đã hủy,Mua hàng,8802
5284,5284,2020-04-08 10:03:41,6450,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,1,25000,25000,,5284.0,Đã tiếp nhận,Thanh toán,8107
5285,5285,2022-12-30 20:49:56,2423,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,1,120000,120000,5285.0,5285.0,Đã xác nhận,Thẻ tín dụng,8429
5286,5286,2022-03-01 05:38:56,2154,77,Sách,Sách tham khảo,Sách học ngoại ngữ,Tiếng Anh Giao Tiếp,Bách Khoa,68000,Sách học ngoại ngữ 'Tiếng Anh Giao Tiếp' - Giúp nâng cao khả năng giao tiếp tiếng Anh.,4.7,1150,6,68000,408000,5286.0,,Đã giao hàng,Thẻ tín dụng,8491
5287,5287,2020-06-12 17:35:14,6837,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,8,35000,280000,5287.0,5287.0,Đang xử lý,Hoàn tiền,8771
5288,5288,2021-06-25 04:45:45,6549,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,5,329000,1645000,5288.0,5288.0,Đã giao hàng,Thẻ ghi nợ,8989
5289,5289,2022-03-17 08:12:02,504,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,11,33000000,363000000,5289.0,5289.0,Đã tiếp nhận,Mua hàng,8655
5290,5290,2022-12-20 11:33:34,24,7,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,344,0,45000,0,5290.0,5290.0,Thành công,Thanh toán,8958
