,customer_id,label_datetime,fraud_label,age,gender,city,occupation,education,marital_status,membership_level,customer_points,total_redeemed_points,discount_rate,has_fraud_txn,has_used_jailbreak,is_emulator,is_blacklist,aov_last_30days,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,num_reject_lending_by_3pt,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,monthly_income,total_property_value,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount,num_bill_overdue
1633,6644,2021-02-18,Good,22.0,Nam,Bà Rịa - Vũng Tàu,Nhiếp ảnh gia,Không có,Đã kết hôn,Standard,43.0,41,0.03,False,,True,Không,75596.86435082348,149.0,42,166,144,769,True,21,16.0,6,8768255000,885928000,619067000.0,886333000.0,516928000,331739000,1348600,4409920,235,20,33,0.3684016434366324,Khách hàng không hài lòng với trải nghiệm mua hàng,2,Sản phẩm gửi sai,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.2960972778136342,94,0.7,373.0,20,0.3364673225051597,Ổn định,4973000,,Trên 1 tỷ,9000000.0,1200000000,Bất động sản thương mại,Không,23100000.0,402564000,19
1634,4980,2021-10-17,Bad,,Nữ,Đà Nẵng,Kiến trúc sư,Thạc sĩ,Độc thân,Standard,26.0,12,0.01,False,True,False,Không,24434.398947786573,,339,39,486,411,True,1,,15,2901145000,314027000,46755000.0,283914000.0,479991000,461940000,75879300,5890630,200,81,63,0.0926982965528953,Sản phẩm giao muộn so với hẹn giao,1,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,False,0.3892736897191594,79,0.66,,40,0.7128905404022668,Ổn định,1851000,Freelancer,Trên 3 tỷ,964000000.0,1700000000,Bất động sản thương mại,Không,,597300000,6
1635,2215,2021-10-22,Good,22.0,Nam,Cần Thơ,Nhiếp ảnh gia,Sinh viên,Độc thân,Standard,21.0,15,0.02,True,False,True,Không,73756.82920010199,,211,76,103,622,False,17,,18,1917673000,551808000,666302000.0,,301551000,409868000,26504600,9713580,114,65,44,0.465520830229634,Sản phẩm giao muộn so với hẹn giao,9,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,False,0.4492062061177894,61,0.61,382.0,23,0.2385813307973487,Tạm ổn,8704000,,Trên 3 tỷ,829000000.0,900000000,Nhà ở chính,Không,,178464000,23
1636,3249,2022-07-08,Good,22.0,Nam,Hà Nội,Designer,Đi làm,Đã kết hôn,Standard,26.0,15,0.02,False,False,False,Không,15412.395156749317,772.0,47,259,340,601,False,3,15.0,15,6859210000,518588000,143486000.0,243144000.0,20905000,798468000,11367200,5958930,151,79,58,0.0943517328208112,Khách hàng không hài lòng với trải nghiệm mua hàng,10,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán bằng QR Code,Cửa hàng trực tiếp,True,0.9305483802832366,99,0.91,716.0,22,0.2017233270002126,Ổn định,7896000,Freelancer,Trên 3 tỷ,932000000.0,1100000000,Bất động sản thương mại,Không,17100000.0,481404000,20
1637,2166,2021-01-22,Good,56.0,,Tây Ninh,Nhân viên hỗ trợ kỹ thuật,Không có,Độc thân,Standard,1.0,1,0.02,False,False,True,Không,24508.94420458799,83.0,244,101,292,232,False,1,,16,5624682000,679820000,284439000.0,209297000.0,885340000,553147000,99974300,5735150,64,17,53,0.4568995250847086,Sản phẩm không như hình ảnh minh họa,3,Sản phẩm đã hết hạn sử dụng,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,False,0.8508112921862497,98,0.97,,13,0.40903687479782,Thất thường,5792000,,Từ 300 triệu tới 1 tỷ,621000000.0,800000000,Bất động sản thương mại,Không,30400000.0,243480000,22
1638,2674,2022-07-23,Good,30.0,Nữ,Cần Thơ,Kiến trúc sư,Đi làm,Độc thân,Standard,12.0,6,0.01,True,False,False,Không,13055.790996782956,,172,60,106,399,True,21,,17,5556887000,574723000,854206000.0,757430000.0,417224000,406787000,46486000,9977220,273,73,9,0.0861062941530628,Sản phẩm không như hình ảnh minh họa,8,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,False,0.7981258993530381,90,0.96,257.0,19,0.9706692480153296,Ổn định,2403000,,Dưới 300 triệu,741000000.0,1500000000,Bất động sản thương mại,Không,23000000.0,208608000,5
1639,13564,2022-08-04,Good,18.0,Nữ,Hồ Chí Minh,Ca sĩ,Trung học phổ thông,Độc thân,Standard,,10,0.01,False,False,True,Không,2716.380431150877,348.0,299,45,367,423,False,4,12.0,14,2174345000,293190000,490440000.0,387386000.0,516799000,590696000,99420500,4552790,115,8,44,0.1286017337339415,Sản phẩm giao muộn so với hẹn giao,9,Sản phẩm gửi sai,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,True,0.0317219596149669,58,0.57,4.0,29,0.1581191366808221,Tạm ổn,5261000,,Từ 300 triệu tới 1 tỷ,722000000.0,300000000,Đất đai,Không,,51072000,11
1640,3749,2021-10-02,Good,71.0,Nam,Bình Dương,Kỹ sư phần mềm,Đi làm,Có 2 bé,Standard,64.0,15,0.03,True,False,True,Không,85912.24782770882,747.0,56,151,244,380,True,5,5.0,1,3390235000,176991000,264727000.0,,214848000,374477000,41722100,627720,117,47,9,0.5893362348433938,Sản phẩm không như hình ảnh minh họa,10,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,0.830674358760779,87,0.76,,38,0.8878146297491681,Thất thường,3766000,,Dưới 300 triệu,695000000.0,400000000,Căn hộ/Chung cư,Không,10500000.0,299616000,11
1641,13800,2021-03-22,Good,31.0,Nữ,Vĩnh Long,Kỹ sư phần mềm,Không có,Đã kết hôn,Loyalty,327.0,286,0.04,True,False,False,Không,34324.81460997239,353.0,60,78,482,728,False,2,17.0,16,8460984000,815920000,926210000.0,662228000.0,235386000,16642000,10821200,2550920,187,14,34,0.6919851117513273,Sản phẩm không hoạt động đúng cách,3,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,True,0.4474477137639322,71,0.98,583.0,12,0.2516512850767129,Tạm ổn,3705000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,1000000.0,1100000000,Bất động sản thương mại,Không,25600000.0,257604000,13
1642,4298,2022-03-22,Good,,Nữ,Ninh Bình,Lập trình viên,Sinh viên,Độc thân,Standard,76.0,35,0.01,True,True,False,Không,81318.73737038183,680.0,164,41,513,63,False,23,16.0,17,251441000,774278000,941865000.0,,270454000,488457000,59516900,8094410,265,59,65,0.0671855669837357,Dịch vụ không chuyên nghiệp,13,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán bằng QR Code,Ứng dụng điện thoại di động,True,0.3560654613827634,67,0.56,,37,0.9131568706830931,Thất thường,184000,,Từ 300 triệu tới 1 tỷ,226000000.0,1500000000,Đất đai,Có,,487428000,11
1643,8219,2021-04-02,Good,15.0,Nữ,Bình Phước,Diễn viên,Trung học phổ thông,Độc thân,Standard,48.0,32,0.03,False,False,True,Không,82005.09711021258,430.0,11,52,294,166,True,2,5.0,11,3269722000,526695000,709238000.0,672279000.0,135436000,140429000,67871700,2767950,67,10,65,0.5463675650260973,Dịch vụ không chuyên nghiệp,5,Sản phẩm gửi sai,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,,90,0.84,,49,0.1658082728978395,Ổn định,9621000,Làm thuê,Trên 1 tỷ,186000000.0,1000000000,Bất động sản thương mại,Có,42800000.0,326124000,17
1644,3114,2022-09-12,Good,46.0,Nữ,Bình Dương,Lập trình viên,Đi làm,Có gia đình,Standard,23.0,16,0.01,False,,True,Không,88967.70461157429,316.0,157,14,529,669,False,10,,15,1553534000,351667000,868485000.0,320540000.0,480953000,371267000,780600,7408370,109,6,47,0.0438295381232379,Sản phẩm không đáp ứng yêu cầu của khách hàng,9,Sản phẩm nhận không đủ số lượng,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,True,,63,0.66,742.0,32,0.1132178022460675,Ổn định,7973000,Làm thuê,Dưới 300 triệu,507000000.0,1700000000,Căn hộ/Chung cư,Không,,210732000,16
1645,11867,2022-06-24,Good,20.0,Nam,Sơn La,Lập trình viên,Trung học phổ thông,Độc thân,Standard,62.0,46,0.01,False,,False,Không,18154.037185978767,453.0,286,24,33,974,False,1,15.0,5,5624573000,120923000,859353000.0,,733462000,46464000,85736500,1395650,276,28,8,0.4518689139107793,Dịch vụ không chuyên nghiệp,7,Sản phẩm nhận không đủ số lượng,Thanh toán qua cổng thanh toán trực tuyến,Ứng dụng điện thoại di động,False,0.7613741711947882,53,0.89,,20,0.8255952331163681,Ổn định,4437000,Kinh doanh online,Trên 3 tỷ,348000000.0,800000000,Bất động sản thương mại,Không,32800000.0,117804000,11
1646,11744,2022-03-07,Good,33.0,Nữ,Hà Nội,Designer,Thạc sĩ,Có gia đình,Loyalty,132.0,36,0.05,False,True,False,Không,30988.59066624633,573.0,123,160,474,547,False,2,7.0,7,399380000,888809000,970109000.0,342480000.0,555508000,18478000,55025100,4070080,200,49,25,0.1503718134747377,Sản phẩm không hoạt động đúng cách,15,Sản phẩm bị hỏng trong quá trình vận chuyển,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,False,0.359498372430899,81,0.82,55.0,9,0.7266411321525231,Ổn định,4299000,Kinh doanh truyền thống,Dưới 300 triệu,290000000.0,600000000,Bất động sản thương mại,Không,,371280000,16
1647,12610,2022-07-23,Good,25.0,Nữ,Quảng Ninh,Đầu bếp,Không có,Đã kết hôn,Standard,33.0,16,0.01,False,True,False,Không,75127.27073081916,362.0,183,195,293,333,False,4,10.0,14,6950516000,716871000,530204000.0,376198000.0,723260000,790948000,88552400,6853280,113,96,53,0.4763347875581234,Khách hàng không hài lòng với trải nghiệm mua hàng,15,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,Điểm thanh toán tự động,False,,37,0.97,941.0,7,0.5734331652848406,Ổn định,5357000,Freelancer,Trên 3 tỷ,912000000.0,1600000000,Bất động sản thương mại,Không,,91056000,19
1648,11011,2021-07-27,Good,19.0,Nữ,Quảng Ngãi,Kỹ sư,Đi làm,Đã kết hôn,Loyalty,,301,0.05,False,True,True,Không,86526.38924573333,,105,85,67,879,True,4,,6,9368772000,114402000,16897000.0,875633000.0,548605000,845986000,80064500,4441240,249,52,46,0.0594662999460523,Sản phẩm không đáp ứng yêu cầu của khách hàng,2,Sản phẩm đã hết hạn sử dụng,Thanh toán bằng QR Code,Điểm thanh toán tự động,True,,49,0.51,412.0,30,0.4133600601763547,Tạm ổn,7431000,,Trên 1 tỷ,1000000.0,1500000000,Đất đai,Có,48900000.0,500676000,24
1649,5528,2021-06-01,Good,20.0,,Hồ Chí Minh,Lập trình viên,Trung học phổ thông,Có gia đình,Standard,16.0,13,0.02,False,False,False,Không,96506.04804169564,,326,184,95,330,False,2,,8,569760000,573924000,297767000.0,301743000.0,533034000,870642000,7691400,7913930,146,52,69,0.2552689503279145,Sản phẩm không như hình ảnh minh họa,11,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,Điểm thanh toán tự động,False,0.1000396204365241,96,0.59,710.0,50,0.8045472296618494,Rất ổn định,9742000,Làm thuê,Từ 300 triệu tới 1 tỷ,401000000.0,300000000,Đất đai,,,164316000,6
1650,1185,2021-04-30,Good,30.0,Nam,Nam Định,Nhân viên hỗ trợ kỹ thuật,Đi làm,Độc thân,Standard,26.0,13,0.01,True,True,False,Không,67164.7173793212,,342,143,246,201,True,0,15.0,14,6967112000,497209000,292065000.0,922782000.0,577865000,444869000,21032200,5228540,95,14,48,0.9942714413940484,Khách hàng không hài lòng với trải nghiệm mua hàng,3,Sản phẩm không đúng mô tả,Thanh toán qua cổng thanh toán trực tuyến,Điểm thanh toán tự động,True,0.715578000408052,96,0.92,205.0,16,0.6350762338259942,Tạm ổn,2893000,Cho thuê,Trên 1 tỷ,148000000.0,1400000000,Nhà ở chính,Không,,265584000,10
1651,14089,2021-01-03,Good,18.0,Nam,Hà Nội,Kiến trúc sư,Sinh viên,Có 1 bé,Standard,3.0,1,0.02,False,True,True,Không,87043.54590033121,546.0,129,39,390,160,True,16,17.0,7,6140785000,810755000,653454000.0,353261000.0,360643000,765726000,40238600,48230,11,31,11,0.6062805126190396,Vấn đề khác,7,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),Giao diện thanh toán trực tuyến trên website,False,0.5949598757793328,92,0.7,261.0,44,0.0219430235218645,Tạm ổn,9584000,,Từ 300 triệu tới 1 tỷ,98000000.0,1600000000,Bất động sản thương mại,Có,44100000.0,324636000,20
1652,10610,2021-04-22,Good,27.0,Nữ,Vĩnh Long,Giám đốc,Tiến sĩ,Đã kết hôn,Standard,8.0,3,0.03,True,True,False,Không,52125.323430212346,137.0,4,278,534,251,True,22,2.0,9,5833100000,190379000,121678000.0,172575000.0,942629000,881639000,93462900,8783110,129,78,60,0.7991736343982144,Dịch vụ không chuyên nghiệp,13,Vấn đề khác,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.6489968173879685,94,0.46,329.0,50,0.3176533638571915,Rất ổn định,681000,Freelancer,Trên 3 tỷ,160000000.0,1500000000,Nhà ở chính,Không,,109764000,22
1653,13541,2021-08-09,Good,,Nữ,Quảng Trị,Công nhân,Không có,Có gia đình,Standard,,25,0.02,True,False,True,Không,29610.254992749877,,173,167,399,546,False,21,2.0,19,8749093000,5853000,607998000.0,515009000.0,170458000,527839000,8160200,5472090,202,17,61,0.3291412885326443,Sản phẩm không hoạt động đúng cách,4,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Điểm thanh toán tự động,True,0.4807635918887495,84,0.83,621.0,22,0.2871455296649737,Rất ổn định,5421000,,Trên 1 tỷ,943000000.0,700000000,Bất động sản thương mại,Không,49200000.0,148548000,14
1654,13129,2021-03-14,Good,31.0,Nam,Hậu Giang,Lập trình viên,Trung học phổ thông,Độc thân,Standard,78.0,69,0.01,True,True,False,Không,49902.86380634174,737.0,273,49,581,380,True,21,1.0,16,2035242000,562035000,482620000.0,,633315000,560251000,6599200,8873450,38,90,61,0.3673764534313474,Vấn đề khác,1,Vấn đề khác,Thẻ tín dụng,Giao diện thanh toán trực tuyến trên website,False,0.0924923894534155,81,0.86,,10,0.3242028491002768,Tạm ổn,7754000,Đầu tư,Từ 300 triệu tới 1 tỷ,460000000.0,1600000000,Đất đai,Có,,347976000,20
1655,8817,2022-05-23,Good,21.0,Nam,Hồ Chí Minh,Xây dựng,Sinh viên,Độc thân,Standard,41.0,2,0.01,False,False,True,Không,40884.84462311021,668.0,272,124,312,495,False,4,3.0,13,2591923000,731759000,600524000.0,122077000.0,282142000,716229000,66262100,3471000,10,64,55,0.0522670590469307,Sản phẩm giao muộn so với hẹn giao,6,Vấn đề khác,Thanh toán qua cổng thanh toán trực tuyến,Cổng thanh toán của bên thứ ba,True,0.7693513513121737,86,0.94,980.0,21,0.8711208437031209,Tạm ổn,2158000,Làm thuê,Dưới 300 triệu,65000000.0,1600000000,Nhà ở chính,Không,16400000.0,269340000,18
1656,10073,2022-07-10,Good,24.0,Nữ,Hà Nội,Giáo viên,Đi làm,Độc thân,Loyalty,181.0,24,0.04,True,False,True,Không,15636.620390560984,,15,40,166,511,True,0,13.0,15,5269027000,654394000,26598000.0,825754000.0,882965000,383905000,8625600,8295520,195,13,30,0.6953490552055035,Vấn đề khác,3,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,False,0.1051576718420685,59,0.5,,28,0.7785278597904871,Ổn định,6716000,Làm thuê,Từ 300 triệu tới 1 tỷ,27000000.0,1800000000,Đất đai,Không,13600000.0,512700000,19
1657,12542,2022-01-14,Bad,29.0,Nam,Cần Thơ,Lập trình viên,Trung học phổ thông,Đã kết hôn,Standard,,0,0.01,True,True,False,Không,73280.14126094522,,120,218,200,496,True,22,,18,639518000,222058000,238228000.0,148842000.0,777062000,74426000,82680700,7767130,163,63,48,0.4281798416696558,Khách hàng không hài lòng với trải nghiệm mua hàng,9,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,False,0.5592995755296778,90,0.94,665.0,13,0.2516696583206307,Thất thường,1323000,,Từ 300 triệu tới 1 tỷ,15000000.0,400000000,Nhà ở chính,Không,37400000.0,568104000,13
1658,5747,2021-03-02,Good,16.0,Nữ,Hà Nội,Kỹ sư,Đi làm,Đã kết hôn,Standard,,11,0.01,False,False,False,,54845.51090841326,,57,101,259,551,False,1,20.0,19,6039168000,498644000,246691000.0,,643617000,898855000,87686300,6223350,146,26,48,0.9990250513948346,Sản phẩm không hoạt động đúng cách,1,Vấn đề khác,Chuyển khoản ngân hàng,Giao diện thanh toán trực tuyến trên website,False,,39,0.74,395.0,20,0.3269924484468107,Ổn định,7603000,,Từ 300 triệu tới 1 tỷ,,1500000000,Đất đai,Không,37900000.0,226128000,3
1659,12714,2021-07-16,Good,,Nữ,Khánh Hòa,Lập trình viên,Đi làm,Đã kết hôn,Loyalty,,96,0.04,True,,True,Không,26319.050168583337,326.0,26,66,263,650,True,23,,11,3414522000,235407000,963664000.0,382166000.0,417359000,780549000,44770700,3429630,146,5,3,0.6826566680280884,Sản phẩm không như hình ảnh minh họa,7,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),Ứng dụng điện thoại di động,False,0.0648020887161741,53,0.66,178.0,9,0.4313145555668191,Tạm ổn,5926000,Kinh doanh online,Dưới 300 triệu,85000000.0,1300000000,Căn hộ/Chung cư,Có,100000.0,523896000,14
1660,2386,2022-07-11,Good,16.0,Nam,Cần Thơ,Giáo viên,Trung học phổ thông,Độc thân,Loyalty,166.0,54,0.04,False,True,False,Không,43649.0426150002,168.0,147,282,376,448,True,4,9.0,19,9875442000,212352000,977831000.0,,285241000,231592000,8205500,9527590,142,54,62,0.3330511404934511,Sản phẩm không đáp ứng yêu cầu của khách hàng,10,Khách hàng không nhận được hàng,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,False,0.3668203892516444,90,0.4,732.0,6,0.1331236872314452,Ổn định,4794000,,Trên 3 tỷ,149000000.0,100000000,Bất động sản thương mại,Có,5700000.0,488640000,6
1661,2531,2021-04-25,Good,29.0,Nam,Cần Thơ,Bác sĩ,Đi làm,Đã kết hôn,Standard,72.0,63,0.02,False,,False,Không,39552.69486276771,876.0,52,146,593,881,False,0,12.0,16,5764248000,296600000,774461000.0,377012000.0,234831000,383631000,45841100,8092930,29,32,33,0.916081822621971,Sản phẩm giao muộn so với hẹn giao,7,Vấn đề khác,Tiền mặt khi nhận hàng (COD),Cửa hàng trực tiếp,False,0.7695417649910462,78,0.38,466.0,20,0.4173308678917242,Ổn định,2470000,Làm thuê,Từ 300 triệu tới 1 tỷ,,700000000,Bất động sản thương mại,Có,40900000.0,123264000,23
1662,297,2022-01-28,Good,29.0,Nữ,Hồ Chí Minh,Lập trình viên,Đi làm,Độc thân,Standard,20.0,2,0.03,True,False,True,Không,40977.30046014727,520.0,216,271,50,775,False,1,19.0,15,6674569000,959756000,37098000.0,,63813000,828530000,13481800,8959370,212,41,26,0.0371531803369132,Sản phẩm không đáp ứng yêu cầu của khách hàng,2,"Khách hàng đổi ý, không muốn mua nữa",Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.2896398774227713,64,0.98,107.0,26,0.9120238295703776,Tạm ổn,8992000,Làm thuê,Trên 3 tỷ,745000000.0,300000000,Đất đai,Không,35900000.0,448560000,16
1663,14287,2022-02-15,Bad,10.0,Nữ,Bình Phước,Lập trình viên,Đại học,Độc thân,Standard,18.0,4,0.01,True,False,True,Không,72525.49417358353,647.0,163,282,312,865,False,5,13.0,15,8324312000,337041000,144570000.0,698535000.0,850841000,126924000,58223200,5654180,255,13,68,0.6464417284277433,Sản phẩm không đáp ứng yêu cầu của khách hàng,14,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,,93,0.91,781.0,47,0.6774654465721683,Thất thường,2181000,Freelancer,Trên 3 tỷ,46000000.0,1400000000,Đất đai,Không,13200000.0,293040000,20
1664,1927,2022-04-26,Good,,,Đà Nẵng,Xây dựng,Đại học,Độc thân,Loyalty,121.0,21,0.04,False,False,True,Không,43088.02972131978,,7,159,57,963,True,23,4.0,8,8957984000,547310000,896650000.0,218690000.0,662197000,990851000,26675500,5986220,177,52,22,0.3159711656425508,Sản phẩm giao muộn so với hẹn giao,3,Sản phẩm không đúng mô tả,Chuyển khoản ngân hàng,Cổng thanh toán của bên thứ ba,True,0.7973028204129478,85,0.77,,8,0.9285980453834036,Ổn định,2628000,,Dưới 300 triệu,11000000.0,1600000000,Bất động sản thương mại,Có,45200000.0,547344000,9
1665,9594,2021-05-07,Good,27.0,,Quảng Nam,Kỹ sư,Đi làm,Độc thân,Standard,1.0,0,0.02,False,False,True,Không,26837.330758880475,636.0,190,173,219,894,False,4,17.0,18,514132000,287947000,205926000.0,813772000.0,829935000,803489000,35452400,7360450,260,66,58,0.3692220047987724,Khách hàng không hài lòng với trải nghiệm mua hàng,13,Sản phẩm gửi sai,Tiền mặt khi nhận hàng (COD),Giao diện thanh toán trực tuyến trên website,True,,85,0.75,124.0,46,0.50714214387326,Ổn định,6488000,Freelancer,Từ 300 triệu tới 1 tỷ,761000000.0,1600000000,Nhà ở chính,Không,49300000.0,211284000,24
1666,6070,2021-12-12,Good,21.0,Nữ,Đà Nẵng,Xây dựng,Sinh viên,Độc thân,Loyalty,131.0,79,0.03,False,True,False,Không,70299.2053695532,261.0,131,3,232,526,True,19,10.0,19,1580589000,434354000,72553000.0,399172000.0,74910000,955873000,28492000,2237700,141,7,55,0.679513402078798,Khách hàng không hài lòng với trải nghiệm mua hàng,9,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,0.1561522444276846,64,0.38,,40,0.3612677316209343,Tạm ổn,372000,,Dưới 300 triệu,25000000.0,300000000,Bất động sản thương mại,Không,,580656000,6
1667,7107,2022-08-08,Good,,Nữ,Hải Dương,Lập trình viên,Trung học phổ thông,Độc thân,Standard,75.0,51,0.03,False,,True,Không,30178.37293885176,,202,172,153,385,False,16,,17,5733625000,31503000,459035000.0,624271000.0,325518000,662630000,68467800,8850720,56,75,13,0.9990608654773274,Sản phẩm giao muộn so với hẹn giao,3,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,Điểm thanh toán tự động,True,0.2228641231923815,97,0.81,,15,0.5529284649130783,Rất ổn định,9545000,Freelancer,Từ 300 triệu tới 1 tỷ,376000000.0,1900000000,Căn hộ/Chung cư,Không,,567384000,22
1668,11568,2021-11-10,Good,26.0,,Hà Nội,Kỹ sư,Đi làm,Có 2 bé,Standard,,5,0.02,True,False,True,Không,84965.84094615404,501.0,357,2,491,719,True,1,7.0,13,1299614000,261844000,883634000.0,980394000.0,315129000,217755000,55462100,8139460,261,79,42,0.2809527568353911,Sản phẩm không đáp ứng yêu cầu của khách hàng,13,Sản phẩm không đúng mô tả,Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,True,0.5423946405172497,60,0.79,363.0,12,0.3153838587849961,Ổn định,6642000,Đầu tư,Trên 3 tỷ,520000000.0,100000000,Đất đai,Không,,124236000,13
1669,898,2021-09-17,Good,21.0,,Tiền Giang,Công nhân,Không có,Độc thân,Standard,58.0,33,0.01,True,False,True,Không,80744.90457025306,781.0,300,243,190,485,False,4,18.0,7,5880925000,544316000,405767000.0,526527000.0,788059000,267752000,82850400,187510,206,92,40,0.0373037880846506,Khách hàng không hài lòng với trải nghiệm mua hàng,15,Sản phẩm bị hỏng trong quá trình vận chuyển,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.8247144600532593,65,0.49,921.0,16,0.2822667341726359,Ổn định,7314000,,Dưới 300 triệu,217000000.0,800000000,Bất động sản thương mại,Có,1700000.0,325356000,24
1670,9277,2022-09-12,Good,,Nữ,Thái Bình,Nhân viên hỗ trợ kỹ thuật,Đại học,Độc thân,Standard,47.0,10,0.01,False,,True,Không,34925.93943613069,456.0,167,49,358,438,False,1,14.0,10,1560337000,789800000,709871000.0,729881000.0,878429000,655013000,35588200,363340,57,22,34,0.99608768645234,Khách hàng không hài lòng với trải nghiệm mua hàng,7,Sản phẩm đã hết hạn sử dụng,Chuyển khoản ngân hàng,Điểm thanh toán tự động,True,0.4330095419376578,98,0.83,670.0,44,0.9248415130978622,Ổn định,1943000,Làm thuê,Từ 300 triệu tới 1 tỷ,,1800000000,Nhà ở chính,Không,33500000.0,235440000,19
1671,558,2022-06-15,Good,16.0,Nam,Hà Nội,Designer,Trung học phổ thông,Độc thân,Standard,35.0,33,0.01,False,True,True,Không,6621.162329091701,,169,267,165,817,True,7,13.0,3,780284000,111976000,799854000.0,637969000.0,102219000,420753000,94844400,2547810,193,42,22,0.2853934752190581,Sản phẩm không đáp ứng yêu cầu của khách hàng,6,Sản phẩm gửi sai,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,True,0.4219196069247847,57,0.31,,21,0.4654257190300186,Ổn định,300000,,Từ 300 triệu tới 1 tỷ,413000000.0,700000000,Căn hộ/Chung cư,Có,20300000.0,344484000,6
1672,13949,2022-06-24,Bad,26.0,Nam,Vĩnh Phúc,Bác sĩ,Trung học phổ thông,Độc thân,Standard,19.0,6,0.01,False,False,True,Không,43267.36781142413,,158,13,514,597,False,1,,5,3385063000,107597000,374678000.0,324801000.0,579720000,572224000,76004100,1906280,224,83,19,0.6004252731597164,Vấn đề khác,10,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,Giao diện thanh toán trực tuyến trên website,True,,98,0.63,968.0,23,0.0176621431636828,Rất ổn định,9063000,Làm thuê,Trên 1 tỷ,,1400000000,Bất động sản thương mại,Không,,471792000,21
1673,5199,2022-03-23,Bad,24.0,,Quảng Nam,Nhân viên,Đại học,Độc thân,Loyalty,,116,0.03,False,True,False,Không,90982.2823200483,701.0,62,277,307,528,True,1,5.0,19,8505476000,735206000,219456000.0,,611557000,364387000,85085900,1383050,249,1,58,0.0633064505199606,Sản phẩm giao muộn so với hẹn giao,11,Sản phẩm đã hết hạn sử dụng,Tiền mặt khi nhận hàng (COD),Cửa hàng trực tiếp,True,0.1543064008838954,94,0.74,877.0,48,0.1241831607523712,Rất ổn định,6209000,Làm thuê,Từ 300 triệu tới 1 tỷ,1000000.0,300000000,Bất động sản thương mại,Không,22700000.0,335628000,9
