,customer_id,income_date,income_category,income_source,amount,tax_amount,currency,frequency,description,annual_income_category,bank
463,2516,2017-01-02,Lương,Bất động sản,11512.44,17229.36,VND,Hàng năm,News debate perform during compare. Money push career might might court. Forget investment task.,Dưới 300 triệu,Institution inside enjoy responsibility.
464,2164,2018-07-05,Đầu tư,Bất động sản,11854.22,11386.21,VND,Hàng tháng,Computer large article manager understand miss order. Couple today beat.,Dưới 300 triệu,Morning enough phone evidence reason. Order offer suggest wait bed.
465,2854,2017-08-30,Lương,Bất động sản,28667.45,16645.69,VND,Hàng tháng,Give focus young seat choice southern protect. Federal expert discover force send.,Dưới 300 triệu,Fill data under everything. Audience provide impact professor develop Mrs.
466,2231,2022-04-21,Lương,Lương,25363.63,7412.91,VND,Hàng tháng,Perform if evening building its. Already election choose these.,Dưới 300 triệu,Hot evening know reflect. Word do method get go fill especially.
467,2045,2019-09-23,Đầu tư,Bất động sản,8663.55,13670.18,VND,Hàng năm,Move resource individual ready one just arrive team. Police try tonight write growth.,Dưới 300 triệu,Answer film oil worry us story lot. Here present news may water.
468,2999,2022-08-16,Kinh doanh,Kinh doanh,18407.58,17233.64,VND,Hàng năm,Suddenly wind reality even near. Law reflect away pretty.,Dưới 300 triệu,Receive so health front. Step morning yourself here pattern.
469,2849,2020-07-02,Bất động sản,Kinh doanh,13149.42,26399.13,EUR,Hàng tháng,Lose man own. Game including draw ago future. Perform past language want among.,Dưới 300 triệu,Summer here nature since style. Run about respond this thank.
470,2980,2014-04-05,Lương,Đầu tư,7485.65,7178.04,EUR,Hàng tháng,Color available hour. As indicate into deal son word. Leave say memory top.,Dưới 300 triệu,Together tend class short guy. Contain across certainly student similar single bad.
471,2760,2018-09-06,Đầu tư,Đầu tư,19784.58,20554.25,USD,Hàng năm,Daughter difference investment often today sing discover.,Dưới 300 triệu,Name style thousand well service southern person. Performance food better music.
472,2393,2014-07-26,Lương,Kinh doanh,12653.8,21636.99,VND,Hàng tháng,Bill collection discover coach answer despite. Dark media enough voice vote thousand arm word.,Dưới 300 triệu,Only sit discussion eat. Future machine value eye.
473,2375,2016-06-24,Bất động sản,Lương,29830.95,25289.61,VND,Hàng năm,Rate myself finish thousand painting admit. Movie great stuff avoid. Line address when class hand.,Dưới 300 triệu,A rule continue power article. Approach deal rock likely form cause.
474,2117,2014-11-23,Đầu tư,Đầu tư,23986.67,10275.87,EUR,Hàng tháng,According quality send stand. Popular wide dream final author able.,Dưới 300 triệu,Season religious bill expect. Fish myself get appear all road.
475,2572,2017-04-15,Kinh doanh,Lương,10751.78,25998.96,USD,Hàng tháng,Positive away pull cause notice himself weight. Art even term over.,Dưới 300 triệu,Hot draw life your I PM movie. Far leg suffer successful produce next life.
476,2419,2014-09-02,Đầu tư,Bất động sản,27500.98,15999.76,USD,Hàng tháng,Usually forget for prevent street. Also interesting process mouth skill leave.,Dưới 300 triệu,Decision animal memory. Strategy second system sell far opportunity.
477,2541,2014-08-11,Đầu tư,Đầu tư,9976.76,10205.32,EUR,Hàng tháng,"Forward better run serve. Nation tonight light learn form tonight.
More doctor action north.",Dưới 300 triệu,"First sea yes course.
Television wish purpose serve. Act peace evening standard."
478,2386,2019-11-30,Đầu tư,Đầu tư,26782.4,29947.51,EUR,Hàng tháng,Thousand campaign school behind moment. Owner many guess door. Eat east enjoy single.,Dưới 300 triệu,Whose develop how win majority new. Theory act present general. Remain south his every politics.
479,2438,2023-02-07,Bất động sản,Lương,17911.29,25812.54,VND,Hàng tháng,Learn her reason natural inside site treatment. Religious and face must society weight Republican.,Dưới 300 triệu,Property series crime light near everybody thousand. Feel father dog. Plant show range radio.
480,2112,2019-12-14,Bất động sản,Bất động sản,8555.17,21671.71,EUR,Hàng tháng,Never rich perform together. Than benefit chair job when sometimes. Born couple course community.,Dưới 300 triệu,Region table body. Take respond view where color.
481,2166,2015-01-02,Kinh doanh,Đầu tư,14142.4,22582.96,USD,Hàng năm,In entire near your choose. Fight player hold.,Dưới 300 triệu,Member point economy forward.
482,2581,2017-02-11,Kinh doanh,Lương,10533.29,28081.95,EUR,Hàng tháng,Bill force much nothing election policy more party. Strategy knowledge relate.,Dưới 300 triệu,Represent campaign stay pay. Some purpose concern of light baby.
483,2351,2013-11-16,Lương,Kinh doanh,22446.74,11489.13,VND,Hàng tháng,Wife eight again treat all business. Radio above employee occur walk.,Dưới 300 triệu,Unit long public home. Player marriage black pretty at such.
484,2437,2014-05-07,Đầu tư,Đầu tư,23818.49,24156.54,VND,Hàng tháng,Bank half third coach owner. Newspaper choice ahead research rule lose fund movie.,Dưới 300 triệu,Those meeting onto specific. Not sound station. Young fight drop himself tough table mention image.
485,2956,2017-05-09,Bất động sản,Đầu tư,19329.35,22106.76,USD,Hàng năm,Only large whether Republican per station.,Dưới 300 triệu,Beyond name industry want. She physical dog too matter. Rock real right.
486,2603,2017-05-11,Đầu tư,Bất động sản,23849.65,11896.48,USD,Hàng tháng,Family across store. Around kitchen catch rule country.,Dưới 300 triệu,Threat born child mention. Local source mission eye.
487,2952,2014-11-14,Bất động sản,Kinh doanh,20317.26,27021.84,USD,Hàng tháng,Model institution especially. Avoid I approach either live article offer.,Dưới 300 triệu,That country customer PM. Artist manage from under study view. Someone letter deal can Congress.
488,2109,2021-07-01,Lương,Kinh doanh,20555.52,10633.15,EUR,Hàng năm,Space wonder likely. Figure draw drive enjoy relate. School safe hospital owner.,Dưới 300 triệu,"Maybe size bring. Ability behavior great black.
Relate listen century red wide military them."
489,2869,2016-08-05,Đầu tư,Bất động sản,14961.87,5114.15,USD,Hàng tháng,Bill her night not answer center. Receive responsibility sure or however.,Dưới 300 triệu,Wish sit great choice approach. Safe building article once couple purpose. Turn stuff help.
490,2749,2020-07-23,Kinh doanh,Bất động sản,21748.11,14844.52,VND,Hàng năm,Option this each he. Argue top rich share hour painting.,Dưới 300 triệu,By beat weight serious area recently. Month occur scientist Mr.
491,2940,2020-05-28,Kinh doanh,Bất động sản,10373.74,12720.01,EUR,Hàng tháng,Expect prepare car commercial of year. Family east enter answer remember.,Dưới 300 triệu,Thank simply determine might.
492,2882,2021-05-16,Đầu tư,Đầu tư,24699.14,11277.46,EUR,Hàng năm,Management eye on between. Maintain you pay others career.,Dưới 300 triệu,Brother if color point. Audience five pressure color reason air. Live TV natural dog.
493,2488,2018-06-12,Kinh doanh,Bất động sản,13336.43,13029.31,USD,Hàng tháng,Its long send project never wife instead. Article itself manager.,Dưới 300 triệu,Yet over wear weight. Every employee home apply. Garden feeling himself or close.
494,2319,2019-06-21,Đầu tư,Bất động sản,12475.66,8992.04,USD,Hàng năm,New soldier gun room wife consumer. Deal positive understand.,Dưới 300 triệu,Trouble education cover land. Show push movie sit assume get these.
495,2998,2021-06-27,Kinh doanh,Đầu tư,14681.61,21833.81,EUR,Hàng năm,Size oil physical young prove make. Debate reflect lead. Them game whom officer believe west.,Dưới 300 triệu,Character those relationship. Lawyer appear common into.
496,2739,2018-02-15,Kinh doanh,Bất động sản,5989.19,19570.96,USD,Hàng tháng,Couple increase result agreement. Police off box try out yeah fast run. Drug out significant.,Dưới 300 triệu,Hospital window vote list. Reveal look home data recognize.
497,2536,2020-02-12,Đầu tư,Lương,15388.07,7720.25,EUR,Hàng năm,Charge those executive recognize. During beat board. Build financial different hair expect why.,Dưới 300 triệu,True church involve news piece threat. Eight ten open employee take result recent.
498,2133,2021-01-09,Lương,Đầu tư,11035.83,13858.05,USD,Hàng tháng,Others two truth coach.,Dưới 300 triệu,Discover every call yeah. Camera discuss draw part wall by. Outside white long.
499,2533,2019-05-09,Lương,Lương,13373.02,21317.31,VND,Hàng tháng,Or character wish. Woman go weight. Inside can peace help adult never.,Dưới 300 triệu,Human either prevent. Get necessary would impact deep civil.
500,2914,2014-09-04,Đầu tư,Kinh doanh,26302.37,15721.29,EUR,Hàng tháng,Myself from school situation young. Market suddenly sense south. Piece sign real perhaps form.,Dưới 300 triệu,Very success sound each. Draw life involve hold image too little.
501,2045,2021-08-29,Lương,Bất động sản,14759.49,28874.55,EUR,Hàng tháng,International child beautiful heavy rule. Yard agreement media apply reveal main although reality.,Dưới 300 triệu,Well particularly term take. Whom beyond look marriage.
502,2390,2021-05-26,Đầu tư,Bất động sản,29692.72,6246.74,VND,Hàng năm,Front partner reality wait appear. Clearly her hour enjoy every truth.,Dưới 300 triệu,Animal it edge one. Tax north open.
503,2430,2020-06-29,Bất động sản,Kinh doanh,19487.41,21856.35,USD,Hàng năm,Writer stock market able hold. Imagine drug until number administration.,Dưới 300 triệu,Leg road memory which voice major official. Prove scene join cut agency over produce.
504,2887,2016-09-16,Kinh doanh,Kinh doanh,17928.53,25871.71,USD,Hàng tháng,Full draw try project this program.,Dưới 300 triệu,Same west enough friend turn time. Degree peace feeling wonder. Head who serious bank.
505,2822,2023-02-03,Bất động sản,Bất động sản,10454.23,24448.92,USD,Hàng tháng,However us shoulder act. Night Republican top note.,Dưới 300 triệu,Thousand against stand. Specific yeah wonder responsibility. News notice employee might last.
506,2267,2016-08-13,Lương,Kinh doanh,20474.44,23899.99,EUR,Hàng năm,Should table accept. Have question magazine wall ten base simple. Quickly him certain exactly.,Dưới 300 triệu,Him development loss authority. Oil draw individual glass resource process say staff.
507,2313,2020-12-07,Lương,Đầu tư,24725.88,16930.49,USD,Hàng tháng,Treatment north left talk company suggest better. Natural radio issue success sure sit.,Dưới 300 triệu,Keep probably student lead cut eye. Describe possible group trade college dream.
508,2130,2020-07-22,Lương,Bất động sản,18771.04,19179.2,USD,Hàng tháng,View fact reach professional. Direction environmental suggest method reach.,Dưới 300 triệu,Candidate fact economy generation study. Production answer general seat former consider.
509,2745,2014-01-11,Bất động sản,Đầu tư,7420.21,9048.68,EUR,Hàng tháng,News gas or quality today. Camera choice public girl become.,Dưới 300 triệu,"Information happen wait others. Player throw education role member expert.
Too away second pretty."
510,2075,2021-03-20,Kinh doanh,Bất động sản,18269.41,23054.36,VND,Hàng năm,People down technology management. Black religious baby.,Dưới 300 triệu,Reason mother ability us sit final appear I.
511,2699,2022-10-26,Lương,Lương,18193.12,24114.57,VND,Hàng tháng,Own call while they mother defense member. Able air mind professor hour carry always.,Dưới 300 triệu,Image price example thousand. Determine end remain who economic support foreign.
512,2758,2018-05-14,Bất động sản,Bất động sản,9772.15,10551.99,EUR,Hàng năm,Deal current past student group teacher I. Program star color center note know control.,Dưới 300 triệu,Six director grow level list generation. Billion truth include.
513,2553,2013-12-05,Đầu tư,Đầu tư,9795.21,19895.77,USD,Hàng tháng,Money six travel grow strong present perhaps citizen. Away president open society vote idea whom.,Dưới 300 triệu,Effort soldier recently bill miss director. Throughout consumer drug data know fund interview.
514,2688,2021-08-29,Đầu tư,Đầu tư,27333.44,22813.26,EUR,Hàng năm,"Most scientist prevent surface. War similar apply way safe town.
Once democratic you agreement.",Dưới 300 triệu,Strong other life fish high concern state least. East explain election take.
515,2371,2019-09-12,Đầu tư,Kinh doanh,24319.94,9731.82,EUR,Hàng tháng,"Enter which other house. Policy against Republican.
Weight mention floor offer.",Dưới 300 triệu,Sister practice item wait. Point really young style. Cause draw administration sell activity.
516,2108,2015-01-20,Kinh doanh,Đầu tư,9218.13,13051.72,VND,Hàng tháng,Low recently other PM conference.,Dưới 300 triệu,Knowledge fine shoulder detail. Stand hair however by. Former including court least weight next.
517,2624,2020-08-29,Kinh doanh,Bất động sản,11543.75,10307.0,USD,Hàng năm,Recognize treatment accept left no. Certainly natural enough increase the state.,Dưới 300 triệu,Kitchen bar happy and just. Trial reduce point believe beautiful house heavy. Bit evidence always.
518,2043,2017-09-05,Lương,Kinh doanh,22989.75,28478.11,USD,Hàng năm,Western dinner let early. Expect rate idea nation last he. Congress ball conference by actually.,Dưới 300 triệu,Defense mean they draw any two after.
519,2416,2020-06-08,Đầu tư,Kinh doanh,12164.71,12006.77,USD,Hàng năm,"Or staff action game east. Physical arrive memory media.
Check town particular customer.",Dưới 300 triệu,Institution deep court almost some information help central. Employee must hour although happen.
520,2633,2019-09-12,Kinh doanh,Đầu tư,8537.44,6529.54,USD,Hàng tháng,"Husband economy fish contain.
Oil choice herself site dream.",Dưới 300 triệu,Involve play school reveal minute test. Official rate money this expert similar.
521,2794,2022-01-30,Bất động sản,Kinh doanh,16345.96,12687.81,USD,Hàng năm,Tax media marriage anyone become.,Dưới 300 triệu,Himself enough score live coach guy. Career until want still suddenly heavy.
522,2864,2023-07-21,Lương,Bất động sản,24610.12,25390.08,USD,Hàng năm,Trade million behavior. Effect finish likely sister firm. Strategy letter fish too news.,Dưới 300 triệu,Hundred let expert less recent. Century of sure this court difference.
523,2773,2017-04-23,Đầu tư,Bất động sản,24003.75,23546.14,USD,Hàng năm,Though represent environmental gun receive war billion.,Dưới 300 triệu,Future forward mention. Care Republican score director them past.
524,2911,2016-12-14,Lương,Lương,28914.94,9026.87,USD,Hàng năm,Agreement write offer. Lose across Mrs miss goal culture second. Election seek green involve.,Dưới 300 triệu,Through computer word let indeed. Should safe success today commercial sometimes.
525,2583,2016-04-17,Bất động sản,Bất động sản,8077.53,26840.87,VND,Hàng năm,Forward mission material subject fund. Tree prove deep allow. Production talk course adult.,Dưới 300 triệu,Young door these yard. While heavy brother bring he wonder.
526,2623,2018-06-27,Kinh doanh,Lương,29961.11,26475.68,USD,Hàng năm,Cup base church similar thus.,Dưới 300 triệu,Four however sing. Stage beyond fire dog impact will will.
527,2178,2021-07-14,Kinh doanh,Kinh doanh,20483.99,22315.45,USD,Hàng năm,Likely prepare conference piece series Democrat TV program. Majority fire never of per.,Dưới 300 triệu,Daughter expert true might explain industry. Say improve then natural.
528,2830,2014-07-20,Kinh doanh,Bất động sản,20769.99,17105.68,VND,Hàng tháng,"Receive everybody rock item main rule. True half life.
Door best state lose.",Dưới 300 triệu,Since something general along while a international now.
529,2516,2020-12-31,Kinh doanh,Kinh doanh,24074.73,7987.5,EUR,Hàng tháng,Success individual yard wife million.,Dưới 300 triệu,Front over six. Million before style soldier sense. Your deep physical better prove still kitchen.
530,2006,2017-02-23,Đầu tư,Đầu tư,25798.13,10365.3,USD,Hàng tháng,Baby but whole fast new attention. Lead crime debate better little data.,Dưới 300 triệu,Easy development effort concern choice plant. Up glass Congress.
531,2131,2019-12-01,Lương,Kinh doanh,19735.68,11710.79,VND,Hàng tháng,Third each nice.,Dưới 300 triệu,Available support government real teach. Dog lose unit. Picture simply exist main sister.
532,2923,2018-08-27,Kinh doanh,Kinh doanh,20050.76,10414.83,USD,Hàng năm,Able ball bill best.,Dưới 300 triệu,Third bring kind like. Agree teacher crime whether fund either medical role.
533,2178,2016-06-05,Lương,Bất động sản,11069.47,6818.96,VND,Hàng tháng,Little attorney last chair or. Beat health type law base. West view future.,Dưới 300 triệu,Human good spend region event him.
534,2922,2014-09-02,Kinh doanh,Kinh doanh,18708.04,29155.63,EUR,Hàng năm,Million street their happen computer face though security.,Dưới 300 triệu,World just free believe. Voice cover follow.
535,2081,2019-05-15,Đầu tư,Đầu tư,9482.26,19173.64,USD,Hàng tháng,Official drive visit probably all executive wide.,Dưới 300 triệu,Way after decision others. Blue stop store knowledge.
536,2950,2018-08-07,Kinh doanh,Lương,24876.96,15887.18,USD,Hàng năm,Head give again understand tree. Fine idea stay. Entire summer keep box bad recently.,Dưới 300 triệu,Work really new matter single also. My debate suggest stock focus.
537,2230,2017-12-15,Bất động sản,Bất động sản,13314.07,19180.54,VND,Hàng tháng,Former create sometimes range speak. Station tree one tough.,Dưới 300 triệu,Surface line nor. Development building order. Look boy partner throw once scene.
538,2785,2021-08-24,Lương,Đầu tư,26574.51,16584.17,EUR,Hàng năm,Idea sing notice party result about own. Material by than century show present. Bar color still.,Dưới 300 triệu,Company seat experience dog myself. Right decision be skill expert adult wall.
539,2587,2014-09-07,Đầu tư,Đầu tư,8905.85,10024.51,USD,Hàng năm,Risk yes picture training page their price. Season environment threat future. Ready bring season.,Dưới 300 triệu,Myself laugh church test sing.
540,2613,2022-12-11,Kinh doanh,Kinh doanh,20225.79,12066.8,EUR,Hàng tháng,The tend arm media from. Argue pretty learn establish type rest. Fine value until allow.,Dưới 300 triệu,Value future back tend morning. Put may woman better medical question lot.
541,2672,2013-12-01,Kinh doanh,Bất động sản,17801.31,21773.88,USD,Hàng năm,Yet seven say onto hit. Form partner probably term president rock.,Dưới 300 triệu,Establish mission sure sure fall coach. News focus reduce remember hit. Side think group.
542,2735,2017-03-17,Lương,Bất động sản,10100.17,22465.84,USD,Hàng năm,Sister can author it be. Behavior door peace. Her TV bit.,Dưới 300 triệu,Purpose capital bar themselves. Actually large picture.
543,2637,2020-11-30,Kinh doanh,Bất động sản,5312.18,23957.33,USD,Hàng năm,Condition treat ago range shake. Century happen news receive relate.,Dưới 300 triệu,Meeting me far really good. Owner very everything others feel eight third size. End they any seek.
544,2250,2020-02-19,Lương,Kinh doanh,17634.72,23469.29,VND,Hàng tháng,"Radio subject trouble rock president. Seem very man hot matter commercial whom.
For former price.",Dưới 300 triệu,Turn see program interesting rate.
545,2527,2019-01-29,Bất động sản,Bất động sản,14220.62,26451.9,VND,Hàng năm,Down long contain.,Dưới 300 triệu,Speak sometimes cell. Open save buy reduce simple wall. Capital pick writer type pattern training.
546,2399,2021-06-20,Kinh doanh,Lương,18994.66,6079.66,EUR,Hàng tháng,Chair song sense contain. Carry food leader certainly adult.,Dưới 300 triệu,Try air far. Thought none design fly eye.
547,2663,2020-07-15,Đầu tư,Lương,29396.35,27780.86,USD,Hàng tháng,Charge evidence concern current later ball across. Bank law kid throw support.,Dưới 300 triệu,Fish return huge prove lot. Man across hear dog environmental ten.
548,2463,2020-12-11,Kinh doanh,Kinh doanh,11290.69,17599.37,EUR,Hàng tháng,Sense nature recent under husband financial. Teacher involve party play nearly can maybe.,Dưới 300 triệu,Down population stage. Now issue career class.
549,2525,2019-06-23,Lương,Lương,22410.42,14587.25,USD,Hàng năm,Street open design federal.,Dưới 300 triệu,Mention address year cover business. Job wish section.
550,2216,2018-09-01,Lương,Bất động sản,10513.78,17025.97,VND,Hàng tháng,Along perhaps tough watch beyond since. North indeed media. Certain put stage same live.,Dưới 300 triệu,Build issue truth energy of development. Open site leader spring.
551,2243,2022-03-19,Kinh doanh,Đầu tư,21061.01,12467.19,USD,Hàng tháng,Nice article size few. Sell hand professional despite might western candidate bit.,Dưới 300 triệu,Beat man have. Organization actually evening anyone spend but.
552,2778,2019-10-18,Kinh doanh,Đầu tư,8081.6,24241.61,VND,Hàng tháng,Where key piece true ready already. Democrat nation until.,Dưới 300 triệu,Receive others book person fast. Speech focus mean present picture shake central.
553,2639,2013-08-02,Đầu tư,Lương,24846.34,21262.29,USD,Hàng tháng,Red each enter continue. Of together scientist middle. Now manager short yeah.,Dưới 300 triệu,Yet thank worker actually defense clear song. Including born across.
554,2420,2017-09-22,Kinh doanh,Lương,24786.56,22869.72,VND,Hàng năm,Question carry appear heart. Campaign choose particular smile. A either offer hope.,Dưới 300 triệu,Mouth road concern relate great work major. Room fact process culture role.
555,2959,2019-03-30,Đầu tư,Bất động sản,29444.73,9762.52,USD,Hàng năm,Receive deal parent arrive should. Development level name success fire.,Dưới 300 triệu,Political boy discussion commercial figure rather moment friend.
556,2862,2021-05-03,Lương,Bất động sản,14146.88,12127.88,EUR,Hàng năm,Top investment like exist common. Rock these eye father all possible film.,Dưới 300 triệu,Race view politics fight.
557,2384,2022-12-20,Lương,Lương,16132.95,26048.12,USD,Hàng năm,Close issue check tonight recent standard against talk. Also common like point.,Dưới 300 triệu,Hundred administration middle explain. Cell religious area argue.
558,2717,2016-06-22,Kinh doanh,Đầu tư,23371.61,28439.27,VND,Hàng năm,Model student senior treatment particular least. Especially food teach establish across.,Dưới 300 triệu,Have student at power remember our. Own rest fact thing today student two indicate.
559,2934,2018-11-23,Đầu tư,Kinh doanh,29174.17,6273.97,VND,Hàng tháng,Process end range high. Positive share easy marriage everyone central everyone issue.,Dưới 300 triệu,Popular note region under. Apply time hair forward action. Accept realize purpose in bag while.
560,2616,2019-02-03,Bất động sản,Đầu tư,29146.79,5918.38,EUR,Hàng năm,Only man win clear rich series my activity. Thought across hope paper safe marriage.,Dưới 300 triệu,Street economy well ok quickly. Economy sit once blood mouth bag movie compare.
561,2988,2016-04-17,Lương,Kinh doanh,27051.17,26612.0,VND,Hàng năm,Similar eat want reduce usually election leave who. Thing eat general.,Dưới 300 triệu,Management baby pull together age difficult idea. Direction drop bill can.
562,2356,2019-11-05,Đầu tư,Bất động sản,5975.9,7770.58,EUR,Hàng năm,One term experience blood note agency. Hospital both parent nature bad.,Dưới 300 triệu,Improve these drop much. Camera leader religious thing movement. Fight item become deep hope.
563,2770,2020-06-01,Kinh doanh,Kinh doanh,17948.59,15899.39,USD,Hàng tháng,Perform half structure player before life. Radio strategy attention wear.,Dưới 300 triệu,Rest become dog government. Dog similar any piece material form north.
564,2006,2022-03-03,Kinh doanh,Bất động sản,22715.14,28093.02,VND,Hàng năm,Congress major relationship campaign front build walk. Grow job bag finish.,Dưới 300 triệu,Stand character religious front chance total. Yet trip soon down. Get even left fight media.
565,2080,2023-01-01,Kinh doanh,Kinh doanh,29802.8,15025.34,EUR,Hàng năm,Career develop contain body. Wear each economy relate rule.,Dưới 300 triệu,Meeting ago learn home sell also.
566,2199,2020-09-28,Kinh doanh,Kinh doanh,20199.64,22210.23,VND,Hàng tháng,Available service two ability consider. Every see professional scene executive.,Dưới 300 triệu,Wait relationship glass attack conference just. Range stage style million.
567,2794,2023-01-16,Lương,Đầu tư,29988.62,13811.17,VND,Hàng tháng,Production production Mr remain outside else relationship.,Dưới 300 triệu,Something measure head operation himself fact bed. Though in month its answer short.
568,2066,2014-04-03,Bất động sản,Bất động sản,22852.02,12735.37,VND,Hàng năm,Hit process recognize. Red include marriage oil firm prevent beyond.,Dưới 300 triệu,Still later account wear. However baby agency alone.
569,2437,2018-01-28,Đầu tư,Bất động sản,13745.42,27114.66,VND,Hàng năm,Bill claim not billion white claim. Deep success design material soldier.,Dưới 300 triệu,Positive price style similar research break. Well difficult trade. Deep south without plan.
570,2009,2017-04-03,Đầu tư,Kinh doanh,22380.29,6327.81,VND,Hàng tháng,Firm move might play guy moment. Ask represent light western.,Dưới 300 triệu,Guess sport smile. Control clear address need live quality mouth.
571,2082,2017-03-16,Bất động sản,Lương,29410.67,20938.26,VND,Hàng năm,"Face skill alone. Also child discuss north marriage floor religious.
Charge worry after firm.",Dưới 300 triệu,Page read according account live trouble. Listen knowledge space enough pretty. Green my want how.
572,2825,2020-02-23,Bất động sản,Kinh doanh,19838.75,26113.79,USD,Hàng tháng,However tax seem decide street. None eight entire operation early.,Dưới 300 triệu,"Money woman different window.
Threat hard first heavy need. Fly need risk way notice involve."
573,2741,2019-10-15,Kinh doanh,Kinh doanh,7264.5,27562.86,USD,Hàng năm,Just hear learn rest government character share.,Dưới 300 triệu,Difference hope star suggest. Financial energy away.
574,2089,2020-11-21,Lương,Kinh doanh,10117.0,24880.71,EUR,Hàng năm,Ahead shoulder management wait write this policy.,Dưới 300 triệu,Fact according place field yard science two. Agree success community.
575,2812,2020-10-31,Lương,Bất động sản,19290.68,28576.57,VND,Hàng tháng,Face popular artist direction relate including reveal. Test skill recognize second its very its.,Dưới 300 triệu,A national opportunity arrive before. Good serious stand really car physical economic stage.
576,2633,2014-06-13,Lương,Đầu tư,26467.66,22185.43,USD,Hàng tháng,Yes range day. Break find summer high travel. Itself enjoy strategy parent economy through.,Dưới 300 triệu,Accept expect away mission spend crime. Carry professor chance.
577,2468,2018-08-02,Bất động sản,Kinh doanh,6585.27,21649.0,USD,Hàng năm,Mother I over surface property.,Dưới 300 triệu,"Art sense red discussion cost agree.
Know machine development skin teach. Congress military glass."
578,2402,2021-10-27,Đầu tư,Đầu tư,15758.59,20515.61,EUR,Hàng tháng,Feeling finally major over value throw up store. Day tonight too artist take.,Dưới 300 triệu,Subject perhaps appear teach. Seven people then want himself home thought.
579,2195,2015-03-19,Bất động sản,Đầu tư,18168.62,17430.41,EUR,Hàng tháng,Too garden southern four vote. Idea public character. Evidence age thing son nearly.,Dưới 300 triệu,Space while stock movie. Customer about show of.
580,2459,2015-11-05,Đầu tư,Lương,10631.79,12603.32,EUR,Hàng tháng,End evidence around along. Network but while best wife price. Benefit month you.,Dưới 300 triệu,Same others set raise. Fine poor baby charge option time majority.
581,2197,2015-04-05,Đầu tư,Lương,9057.67,19501.5,VND,Hàng tháng,Set recent stay student help structure course. Main program tax collection.,Dưới 300 triệu,"Prove important place serve.
Church anyone rather deal."
582,2273,2018-04-17,Lương,Kinh doanh,22658.32,18955.07,EUR,Hàng tháng,Special yet base public tell. Run catch difference respond job.,Dưới 300 triệu,Shoulder seem stage then.
583,2954,2019-05-08,Bất động sản,Bất động sản,6364.4,17321.26,USD,Hàng năm,Course involve something glass energy. Deal evidence behavior.,Dưới 300 triệu,Try describe spend prove. Phone talk body particularly community many. Eye no seek.
584,2763,2017-12-17,Bất động sản,Lương,19148.21,8245.93,EUR,Hàng tháng,Get person laugh down institution tonight by. Southern fund fly trouble federal home real.,Dưới 300 triệu,"Meeting health financial until avoid true throw.
Remain provide open. My newspaper too."
585,2439,2015-10-23,Bất động sản,Lương,19767.88,27515.93,USD,Hàng tháng,Improve role money go career. Tough clear dream road truth network school.,Dưới 300 triệu,Bring alone that trade really. Maintain fund step theory note. Allow threat moment effect.
586,2064,2019-12-06,Kinh doanh,Kinh doanh,5463.98,10940.6,EUR,Hàng năm,Court husband sound space happy method story individual. Teach writer build none set language.,Dưới 300 triệu,Often subject prevent already imagine civil. When later culture party.
587,2572,2019-05-11,Bất động sản,Kinh doanh,24627.69,5019.68,EUR,Hàng tháng,Friend provide school son. And imagine high ask management news nature. Prevent though large.,Dưới 300 triệu,Really to leave. Himself avoid structure thing visit effect plant clearly.
588,2672,2021-09-13,Kinh doanh,Lương,24964.16,8557.06,USD,Hàng tháng,Send as commercial lay.,Dưới 300 triệu,Blue matter minute probably near. Probably girl city attack weight modern consider particular.
589,2370,2015-03-18,Đầu tư,Kinh doanh,7344.22,26961.0,USD,Hàng năm,Her meeting a choose whole. Western us protect occur.,Dưới 300 triệu,Thus stay consumer great see. Light evidence step son drive. Professor community step hotel.
590,2609,2020-09-22,Lương,Lương,26348.43,16456.97,EUR,Hàng năm,Pm network reveal from senior. Congress society language evidence.,Dưới 300 triệu,Memory military a relate. Republican yeah drug health radio lawyer. Reality finish bill agree.
591,2319,2022-04-14,Đầu tư,Bất động sản,12670.2,14623.64,USD,Hàng tháng,Room according first evening move truth. Shake describe later whatever plan.,Dưới 300 triệu,"Option boy cup their.
Decision your easy social fall chair war. Star just join."
592,2600,2015-03-28,Lương,Lương,15599.61,10214.17,EUR,Hàng tháng,Side trouble film star thought investment strong.,Dưới 300 triệu,Raise it whose card large. Challenge meeting close million table government behind either.
593,2252,2015-05-27,Bất động sản,Lương,28624.08,29199.2,VND,Hàng năm,Now floor family usually popular national pull.,Dưới 300 triệu,Seem government trip brother wonder report. Special number human money.
594,2293,2019-12-24,Bất động sản,Bất động sản,22410.16,19328.56,EUR,Hàng tháng,Responsibility national Mrs. Environment deal discuss authority food cell above.,Dưới 300 triệu,Last operation spring hear parent officer. Everybody bill serve air run.
595,2713,2014-02-09,Bất động sản,Bất động sản,7088.13,5771.16,USD,Hàng năm,"Herself real speak rest everybody.
Serve set capital respond.",Dưới 300 triệu,As which reach. Gun local sit laugh American. Rather save learn person.
596,2210,2014-01-09,Đầu tư,Bất động sản,29847.32,21063.54,EUR,Hàng năm,Alone especially believe benefit.,Dưới 300 triệu,Local society business pretty nor southern industry. Art building shoulder include none.
